split,detector,model,test_group,k,selected
All,audio+linguistic_sel,SVM,triad_02,3,word_count|question_ratio|speech_ratio
All,audio+linguistic_sel,SVM,dyad_10,5,dominance|word_count|question_ratio|speech_ratio|mean_segment_duration_s
All,audio+linguistic_sel,SVM,triad_08,1,word_count
All,audio+linguistic_sel,SVM,triad_10,1,word_count
All,audio+linguistic_sel,SVM,triad_11,5,dominance|word_count|question_ratio|speech_ratio|mean_segment_duration_s
All,audio+linguistic_sel,LogReg,triad_01,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,dyad_03,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,dyad_04,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,dyad_05,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,dyad_07,3,word_count|question_ratio|speech_ratio
All,audio+linguistic_sel,LogReg,triad_06,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,triad_05,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,triad_13,3,word_count|question_ratio|speech_ratio
All,audio+linguistic_sel,LogReg,triad_14,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,dyad_06,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,dyad_11,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,dyad_02,4,word_count|question_ratio|speech_ratio|mean_segment_duration_s
All,audio+linguistic_sel,LogReg,triad_07,3,word_count|question_ratio|speech_ratio
All,audio+linguistic_sel,LogReg,triad_09,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,triad_12,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,triad_02,4,dominance|word_count|question_ratio|speech_ratio
All,audio+linguistic_sel,LogReg,dyad_10,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,triad_08,1,word_count
All,audio+linguistic_sel,LogReg,triad_10,2,word_count|speech_ratio
All,audio+linguistic_sel,LogReg,triad_11,4,dominance|word_count|question_ratio|speech_ratio
All,audio+linguistic_sel,NB,triad_01,10,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio
All,audio+linguistic_sel,NB,dyad_03,9,arousal|dominance|valence|segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio
All,audio+linguistic_sel,NB,dyad_04,6,dominance|valence|word_count|question_ratio|speech_ratio|mean_segment_duration_s
All,audio+linguistic_sel,NB,dyad_05,10,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio
All,audio+linguistic_sel,NB,dyad_07,3,word_count|question_ratio|speech_ratio
All,audio+linguistic_sel,NB,triad_06,10,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio
All,audio+linguistic_sel,NB,triad_05,10,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio
All,audio+linguistic_sel,NB,triad_13,3,word_count|question_ratio|speech_ratio
All,audio+linguistic_sel,NB,triad_14,3,word_count|question_ratio|speech_ratio
All,audio+linguistic_sel,NB,dyad_06,10,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio
All,audio+linguistic_sel,NB,dyad_11,10,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio
All,audio+linguistic_sel,NB,dyad_02,5,dominance|word_count|question_ratio|speech_ratio|mean_segment_duration_s
All,audio+linguistic_sel,NB,triad_07,3,word_count|question_ratio|speech_ratio
All,audio+linguistic_sel,NB,triad_09,2,word_count|speech_ratio
All,audio+linguistic_sel,NB,triad_12,3,word_count|speech_ratio|mean_segment_duration_s
All,audio+linguistic_sel,NB,triad_02,1,word_count
All,audio+linguistic_sel,NB,dyad_10,10,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio
All,audio+linguistic_sel,NB,triad_08,1,word_count
All,audio+linguistic_sel,NB,triad_10,1,word_count
All,audio+linguistic_sel,NB,triad_11,10,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio
All,linguistic+GazexSpeaking_sel,QDA,triad_01,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,dyad_03,12,segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,dyad_04,12,word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,dyad_05,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,dyad_07,4,word_count|question_ratio|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,triad_06,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,triad_05,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,triad_13,12,segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,triad_14,12,segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,dyad_06,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,dyad_11,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,dyad_02,7,word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_OnSpeaker|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,triad_07,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,triad_09,12,segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,triad_12,12,segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,triad_02,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,dyad_10,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,triad_08,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,triad_10,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,QDA,triad_11,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,triad_01,4,word_count|question_ratio|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,dyad_03,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,dyad_04,8,word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|G_OnSpeaker|No_G_OnSpeaker|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,dyad_05,11,segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,dyad_07,4,word_count|question_ratio|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,triad_06,6,word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,triad_05,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,triad_13,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,triad_14,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,dyad_06,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,dyad_11,6,word_count|question_ratio|speech_ratio|mean_segment_duration_s|No_G_OnSpeaker|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,dyad_02,6,word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,triad_07,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,triad_09,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,triad_12,7,word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_OnSpeaker|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,triad_02,7,word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|G_OnSpeaker|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,dyad_10,11,segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,SVM,triad_08,1,word_count
All,linguistic+GazexSpeaking_sel,SVM,triad_10,1,word_count
All,linguistic+GazexSpeaking_sel,SVM,triad_11,4,word_count|question_ratio|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,triad_01,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,dyad_03,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,dyad_04,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,dyad_05,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,dyad_07,4,word_count|question_ratio|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,triad_06,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,triad_05,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,triad_13,4,word_count|question_ratio|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,triad_14,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,dyad_06,7,word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_OnSpeaker|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,dyad_11,8,word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|G_OnSpeaker|No_G_OnSpeaker|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,dyad_02,6,word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,triad_07,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,triad_09,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,triad_12,7,word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_OnSpeaker|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,triad_02,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,dyad_10,2,word_count|speech_ratio
All,linguistic+GazexSpeaking_sel,LogReg,triad_08,2,word_count|speech_ratio
All,linguistic+GazexSpeaking_sel,LogReg,triad_10,3,word_count|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,LogReg,triad_11,4,word_count|question_ratio|speech_ratio|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_01,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,dyad_03,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,dyad_04,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,dyad_05,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,dyad_07,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_06,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_05,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_13,12,segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_14,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,dyad_06,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,dyad_11,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,dyad_02,11,word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_07,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_09,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_12,12,segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_02,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,dyad_10,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_08,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_10,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,linguistic+GazexSpeaking_sel,NB,triad_11,13,segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_01,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,dyad_03,15,arousal|dominance|valence|segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,dyad_04,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,dyad_05,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,dyad_07,4,word_count|question_ratio|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_06,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_05,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_13,15,arousal|dominance|valence|segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_14,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,dyad_06,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,dyad_11,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,dyad_02,7,dominance|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_07,15,arousal|dominance|valence|segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_09,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_12,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_02,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,dyad_10,7,dominance|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_08,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_10,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,QDA,triad_11,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_01,5,dominance|word_count|question_ratio|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,dyad_03,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,dyad_04,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,dyad_05,8,dominance|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|G_OnSpeaker|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,dyad_07,5,word_count|question_ratio|speech_ratio|mean_segment_duration_s|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_06,7,dominance|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_05,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_13,9,dominance|valence|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_OnSpeaker|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_14,9,dominance|valence|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_OnSpeaker|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,dyad_06,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,dyad_11,9,dominance|valence|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_OnSpeaker|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,dyad_02,7,dominance|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_07,12,dominance|valence|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_09,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_12,9,dominance|valence|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_OnSpeaker|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_02,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,dyad_10,9,dominance|valence|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_OnSpeaker|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_08,1,word_count
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_10,1,word_count
All,audio+linguistic+GazexSpeaking_sel,SVM,triad_11,10,dominance|valence|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|G_OnSpeaker|No_G_OnSpeaker|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_01,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,dyad_03,7,dominance|word_count|question_ratio|speech_ratio|mean_segment_duration_s|No_G_OnSpeaker|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,dyad_04,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,dyad_05,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,dyad_07,4,word_count|question_ratio|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_06,3,word_count|speech_ratio|No_G_SI
