split,detector,model,test_group,k,selected
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_05,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_13,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_14,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,dyad_06,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,dyad_11,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,dyad_02,7,dominance|word_count|question_ratio|speech_ratio|mean_segment_duration_s|BPM|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_07,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_09,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_12,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_02,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,dyad_10,2,word_count|speech_ratio
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_08,2,word_count|speech_ratio
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_10,3,word_count|speech_ratio|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,LogReg,triad_11,2,word_count|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,triad_01,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,dyad_03,2,word_count|speech_ratio
All,audio+linguistic+GazexSpeaking_sel,NB,dyad_04,15,arousal|dominance|valence|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,dyad_05,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,dyad_07,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,triad_06,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,triad_05,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,triad_13,15,arousal|dominance|valence|segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,triad_14,15,arousal|dominance|valence|segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,dyad_06,15,arousal|dominance|valence|segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,dyad_11,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,dyad_02,14,arousal|dominance|valence|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,triad_07,15,arousal|dominance|valence|segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,triad_09,15,arousal|dominance|valence|segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,triad_12,15,arousal|dominance|valence|segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,triad_02,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,dyad_10,14,arousal|dominance|valence|segment_count|word_count|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,triad_08,1,word_count
All,audio+linguistic+GazexSpeaking_sel,NB,triad_10,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
All,audio+linguistic+GazexSpeaking_sel,NB,triad_11,16,arousal|dominance|valence|segment_count|word_count|avg_word_length|question_ratio|speech_ratio|mean_segment_duration_s|unfinished_ratio|BPM|blink_durations|G_OnSpeaker|No_G_OnSpeaker|G_SI|No_G_SI
D,openSMILE_sel,QDA,dyad_03,6,opensmile_loudness_sma3_stddevNorm|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,QDA,dyad_07,4,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_stddevRisingSlope|opensmile_VoicedSegmentsPerSec
D,openSMILE_sel,QDA,dyad_05,2,opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1V_sma3nz_stddevNorm
D,openSMILE_sel,QDA,dyad_04,4,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFluxV_sma3nz_stddevNorm
D,openSMILE_sel,QDA,dyad_11,11,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,QDA,dyad_06,11,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,QDA,dyad_02,4,opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
D,openSMILE_sel,QDA,dyad_10,8,opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,SVM,dyad_03,3,opensmile_loudness_sma3_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
D,openSMILE_sel,SVM,dyad_07,16,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV0-500_sma3nz_amean|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_VoicedSegmentsPerSec|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,SVM,dyad_05,4,opensmile_loudness_sma3_pctlrange0-2|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
D,openSMILE_sel,SVM,dyad_04,4,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFluxV_sma3nz_stddevNorm
D,openSMILE_sel,SVM,dyad_11,1,opensmile_logRelF0-H1-A3_sma3nz_stddevNorm
D,openSMILE_sel,SVM,dyad_06,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,SVM,dyad_02,1,opensmile_loudness_sma3_pctlrange0-2
D,openSMILE_sel,SVM,dyad_10,11,opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,LogReg,dyad_03,16,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_VoicedSegmentsPerSec|opensmile_MeanVoicedSegmentLengthSec|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,LogReg,dyad_07,4,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_stddevRisingSlope|opensmile_VoicedSegmentsPerSec
D,openSMILE_sel,LogReg,dyad_05,22,opensmile_F0semitoneFrom27.5Hz_sma3nz_percentile50.0|opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc3_sma3_amean|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_spectralFluxUV_sma3nz_amean|opensmile_VoicedSegmentsPerSec|opensmile_MeanVoicedSegmentLengthSec|opensmile_MeanUnvoicedSegmentLength|opensmile_equivalentSoundLevel_dBp
D,openSMILE_sel,LogReg,dyad_04,22,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_jitterLocal_sma3nz_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_F2bandwidth_sma3nz_stddevNorm|opensmile_F2amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_F3frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV0-500_sma3nz_amean|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_VoicedSegmentsPerSec|opensmile_MeanVoicedSegmentLengthSec|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,LogReg,dyad_11,16,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_VoicedSegmentsPerSec|opensmile_MeanVoicedSegmentLengthSec|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,LogReg,dyad_06,11,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,LogReg,dyad_02,32,opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevNorm|opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_percentile50.0|opensmile_loudness_sma3_pctlrange0-2|opensmile_loudness_sma3_stddevRisingSlope|opensmile_loudness_sma3_stddevFallingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc2_sma3_stddevNorm|opensmile_mfcc3_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-H2_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F1amplitudeLogRelF0_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_mfcc4V_sma3nz_stddevNorm|opensmile_hammarbergIndexUV_sma3nz_amean|opensmile_slopeUV0-500_sma3nz_amean|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_loudnessPeaksPerSec|opensmile_VoicedSegmentsPerSec|opensmile_MeanVoicedSegmentLengthSec|opensmile_MeanUnvoicedSegmentLength|opensmile_equivalentSoundLevel_dBp
D,openSMILE_sel,LogReg,dyad_10,6,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,NB,dyad_03,3,opensmile_loudness_sma3_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
D,openSMILE_sel,NB,dyad_07,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_VoicedSegmentsPerSec
D,openSMILE_sel,NB,dyad_05,2,opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1V_sma3nz_stddevNorm
D,openSMILE_sel,NB,dyad_04,6,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_stddevRisingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm
D,openSMILE_sel,NB,dyad_11,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_HNRdBACF_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,NB,dyad_06,11,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFlux_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_logRelF0-H1-A3_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_slopeUV500-1500_sma3nz_amean|opensmile_MeanUnvoicedSegmentLength
D,openSMILE_sel,NB,dyad_02,11,opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_loudness_sma3_stddevNorm|opensmile_loudness_sma3_percentile50.0|opensmile_loudness_sma3_pctlrange0-2|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc3_sma3_stddevNorm|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_MeanUnvoicedSegmentLength|opensmile_equivalentSoundLevel_dBp
D,openSMILE_sel,NB,dyad_10,3,opensmile_loudness_sma3_pctlrange0-2|opensmile_spectralFluxV_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,QDA,triad_01,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_hammarbergIndexUV_sma3nz_amean
T,openSMILE_sel,QDA,triad_13,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,QDA,triad_06,8,opensmile_F0semitoneFrom27.5Hz_sma3nz_percentile50.0|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_slopeV0-500_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_hammarbergIndexUV_sma3nz_amean
T,openSMILE_sel,QDA,triad_05,2,opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,QDA,triad_14,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,QDA,triad_12,2,opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,QDA,triad_09,1,opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,QDA,triad_07,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,QDA,triad_02,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,QDA,triad_10,2,opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,QDA,triad_08,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,QDA,triad_11,11,opensmile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2|opensmile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope|opensmile_spectralFlux_sma3_stddevNorm|opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_hammarbergIndexUV_sma3nz_amean|opensmile_slopeUV500-1500_sma3nz_amean
T,openSMILE_sel,SVM,triad_01,3,opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,SVM,triad_13,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,SVM,triad_06,1,opensmile_mfcc1V_sma3nz_stddevNorm
T,openSMILE_sel,SVM,triad_05,3,opensmile_mfcc4_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,SVM,triad_14,4,opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,SVM,triad_12,4,opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm
T,openSMILE_sel,SVM,triad_09,8,opensmile_mfcc1_sma3_stddevNorm|opensmile_mfcc4_sma3_stddevNorm|opensmile_shimmerLocaldB_sma3nz_stddevNorm|opensmile_F2frequency_sma3nz_stddevNorm|opensmile_mfcc1V_sma3nz_stddevNorm|opensmile_mfcc3V_sma3nz_stddevNorm|opensmile_mfcc4V_sma3nz_stddevNorm|opensmile_hammarbergIndexUV_sma3nz_amean
T,openSMILE_sel,SVM,triad_07,1,opensmile_mfcc1V_sma3nz_stddevNorm
