split,detector,model,fold,test_group,accuracy
D,audio+AIxVR,QDA,4,dyad_11,0.444444
D,audio+AIxVR,QDA,5,dyad_06,0.888889
D,audio+AIxVR,QDA,6,dyad_02,0.444444
D,audio+AIxVR,QDA,7,dyad_10,0.714286
D,audio+AIxVR,SVM,0,dyad_03,0.833333
D,audio+AIxVR,SVM,1,dyad_07,0.818182
D,audio+AIxVR,SVM,2,dyad_05,0.454545
D,audio+AIxVR,SVM,3,dyad_04,0.363636
D,audio+AIxVR,SVM,4,dyad_11,0.444444
D,audio+AIxVR,SVM,5,dyad_06,0.888889
D,audio+AIxVR,SVM,6,dyad_02,0.222222
D,audio+AIxVR,SVM,7,dyad_10,0.000000
D,audio+AIxVR,LogReg,0,dyad_03,0.833333
D,audio+AIxVR,LogReg,1,dyad_07,0.636364
D,audio+AIxVR,LogReg,2,dyad_05,0.454545
D,audio+AIxVR,LogReg,3,dyad_04,0.363636
D,audio+AIxVR,LogReg,4,dyad_11,0.444444
D,audio+AIxVR,LogReg,5,dyad_06,0.888889
D,audio+AIxVR,LogReg,6,dyad_02,0.666667
D,audio+AIxVR,LogReg,7,dyad_10,0.714286
D,audio+AIxVR,NB,0,dyad_03,0.833333
D,audio+AIxVR,NB,1,dyad_07,0.090909
D,audio+AIxVR,NB,2,dyad_05,0.454545
D,audio+AIxVR,NB,3,dyad_04,0.727273
D,audio+AIxVR,NB,4,dyad_11,0.444444
D,audio+AIxVR,NB,5,dyad_06,0.888889
D,audio+AIxVR,NB,6,dyad_02,0.444444
D,audio+AIxVR,NB,7,dyad_10,0.428571
D,audio+GazexSpeaking,QDA,0,dyad_03,0.750000
D,audio+GazexSpeaking,QDA,1,dyad_07,0.818182
D,audio+GazexSpeaking,QDA,2,dyad_05,0.727273
D,audio+GazexSpeaking,QDA,3,dyad_04,0.727273
D,audio+GazexSpeaking,QDA,4,dyad_11,0.666667
D,audio+GazexSpeaking,QDA,5,dyad_06,0.777778
D,audio+GazexSpeaking,QDA,6,dyad_02,0.777778
D,audio+GazexSpeaking,QDA,7,dyad_10,1.000000
D,audio+GazexSpeaking,SVM,0,dyad_03,0.833333
D,audio+GazexSpeaking,SVM,1,dyad_07,0.818182
D,audio+GazexSpeaking,SVM,2,dyad_05,0.636364
D,audio+GazexSpeaking,SVM,3,dyad_04,0.727273
D,audio+GazexSpeaking,SVM,4,dyad_11,0.666667
D,audio+GazexSpeaking,SVM,5,dyad_06,0.888889
D,audio+GazexSpeaking,SVM,6,dyad_02,0.888889
D,audio+GazexSpeaking,SVM,7,dyad_10,1.000000
D,audio+GazexSpeaking,LogReg,0,dyad_03,0.833333
D,audio+GazexSpeaking,LogReg,1,dyad_07,0.727273
D,audio+GazexSpeaking,LogReg,2,dyad_05,0.727273
D,audio+GazexSpeaking,LogReg,3,dyad_04,0.636364
D,audio+GazexSpeaking,LogReg,4,dyad_11,0.666667
D,audio+GazexSpeaking,LogReg,5,dyad_06,0.888889
D,audio+GazexSpeaking,LogReg,6,dyad_02,1.000000
D,audio+GazexSpeaking,LogReg,7,dyad_10,1.000000
D,audio+GazexSpeaking,NB,0,dyad_03,0.916667
D,audio+GazexSpeaking,NB,1,dyad_07,0.818182
D,audio+GazexSpeaking,NB,2,dyad_05,0.545455
D,audio+GazexSpeaking,NB,3,dyad_04,0.818182
D,audio+GazexSpeaking,NB,4,dyad_11,0.666667
D,audio+GazexSpeaking,NB,5,dyad_06,0.777778
D,audio+GazexSpeaking,NB,6,dyad_02,0.888889
D,audio+GazexSpeaking,NB,7,dyad_10,0.571429
D,audio+openSMILE,SVM,0,dyad_03,0.833333
D,audio+openSMILE,SVM,1,dyad_07,0.545455
D,audio+openSMILE,SVM,2,dyad_05,0.454545
D,audio+openSMILE,SVM,3,dyad_04,0.363636
D,audio+openSMILE,SVM,4,dyad_11,0.555556
D,audio+openSMILE,SVM,5,dyad_06,0.444444
D,audio+openSMILE,SVM,6,dyad_02,0.111111
D,audio+openSMILE,SVM,7,dyad_10,0.000000
D,audio+openSMILE,LogReg,0,dyad_03,0.833333
D,audio+openSMILE,LogReg,1,dyad_07,0.454545
D,audio+openSMILE,LogReg,2,dyad_05,0.636364
D,audio+openSMILE,LogReg,3,dyad_04,0.454545
D,audio+openSMILE,LogReg,4,dyad_11,0.444444
D,audio+openSMILE,LogReg,5,dyad_06,0.888889
D,audio+openSMILE,LogReg,6,dyad_02,0.888889
D,audio+openSMILE,LogReg,7,dyad_10,0.714286
D,audio+openSMILE,NB,0,dyad_03,0.833333
D,audio+openSMILE,NB,1,dyad_07,0.727273
D,audio+openSMILE,NB,2,dyad_05,0.545455
D,audio+openSMILE,NB,3,dyad_04,0.636364
D,audio+openSMILE,NB,4,dyad_11,0.444444
D,audio+openSMILE,NB,5,dyad_06,0.888889
D,audio+openSMILE,NB,6,dyad_02,0.333333
D,audio+openSMILE,NB,7,dyad_10,0.000000
D,audio+linguistic,QDA,0,dyad_03,0.750000
D,audio+linguistic,QDA,1,dyad_07,0.363636
D,audio+linguistic,QDA,2,dyad_05,0.545455
D,audio+linguistic,QDA,3,dyad_04,0.454545
D,audio+linguistic,QDA,4,dyad_11,0.666667
D,audio+linguistic,QDA,5,dyad_06,0.888889
D,audio+linguistic,QDA,6,dyad_02,0.222222
D,audio+linguistic,QDA,7,dyad_10,0.714286
D,audio+linguistic,SVM,0,dyad_03,0.750000
D,audio+linguistic,SVM,1,dyad_07,0.363636
D,audio+linguistic,SVM,2,dyad_05,0.545455
D,audio+linguistic,SVM,3,dyad_04,0.272727
D,audio+linguistic,SVM,4,dyad_11,0.666667
D,audio+linguistic,SVM,5,dyad_06,0.888889
D,audio+linguistic,SVM,6,dyad_02,0.111111
D,audio+linguistic,SVM,7,dyad_10,0.000000
D,audio+linguistic,LogReg,0,dyad_03,0.833333
D,audio+linguistic,LogReg,1,dyad_07,0.363636
D,audio+linguistic,LogReg,2,dyad_05,0.545455
D,audio+linguistic,LogReg,3,dyad_04,0.636364
D,audio+linguistic,LogReg,4,dyad_11,0.666667
D,audio+linguistic,LogReg,5,dyad_06,0.888889
D,audio+linguistic,LogReg,6,dyad_02,0.333333
D,audio+linguistic,LogReg,7,dyad_10,0.714286
D,audio+linguistic,NB,0,dyad_03,0.833333
D,audio+linguistic,NB,1,dyad_07,0.545455
D,audio+linguistic,NB,2,dyad_05,0.545455
D,audio+linguistic,NB,3,dyad_04,0.727273
D,audio+linguistic,NB,4,dyad_11,0.666667
D,audio+linguistic,NB,5,dyad_06,0.888889
D,audio+linguistic,NB,6,dyad_02,0.333333
D,audio+linguistic,NB,7,dyad_10,0.571429
D,linguistic+GazexSpeaking,QDA,0,dyad_03,0.500000
D,linguistic+GazexSpeaking,QDA,1,dyad_07,0.636364
D,linguistic+GazexSpeaking,QDA,2,dyad_05,0.727273
D,linguistic+GazexSpeaking,QDA,3,dyad_04,0.818182
D,linguistic+GazexSpeaking,QDA,4,dyad_11,0.777778
D,linguistic+GazexSpeaking,QDA,5,dyad_06,0.777778
D,linguistic+GazexSpeaking,QDA,6,dyad_02,0.777778
D,linguistic+GazexSpeaking,QDA,7,dyad_10,1.000000
D,linguistic+GazexSpeaking,SVM,0,dyad_03,0.916667
D,linguistic+GazexSpeaking,SVM,1,dyad_07,0.636364
D,linguistic+GazexSpeaking,SVM,2,dyad_05,0.636364
D,linguistic+GazexSpeaking,SVM,3,dyad_04,0.818182
D,linguistic+GazexSpeaking,SVM,4,dyad_11,0.666667
D,linguistic+GazexSpeaking,SVM,5,dyad_06,0.888889
D,linguistic+GazexSpeaking,SVM,6,dyad_02,0.777778
D,linguistic+GazexSpeaking,SVM,7,dyad_10,1.000000
D,linguistic+GazexSpeaking,LogReg,0,dyad_03,0.833333
D,linguistic+GazexSpeaking,LogReg,1,dyad_07,0.727273
D,linguistic+GazexSpeaking,LogReg,2,dyad_05,0.909091
D,linguistic+GazexSpeaking,LogReg,3,dyad_04,0.818182
D,linguistic+GazexSpeaking,LogReg,4,dyad_11,0.777778
D,linguistic+GazexSpeaking,LogReg,5,dyad_06,0.888889
D,linguistic+GazexSpeaking,LogReg,6,dyad_02,0.777778
D,linguistic+GazexSpeaking,LogReg,7,dyad_10,1.000000
D,linguistic+GazexSpeaking,NB,0,dyad_03,0.833333
D,linguistic+GazexSpeaking,NB,1,dyad_07,0.636364
D,linguistic+GazexSpeaking,NB,2,dyad_05,0.545455
D,linguistic+GazexSpeaking,NB,3,dyad_04,0.727273
D,linguistic+GazexSpeaking,NB,4,dyad_11,0.666667
D,linguistic+GazexSpeaking,NB,5,dyad_06,0.888889
D,linguistic+GazexSpeaking,NB,6,dyad_02,0.888889
D,linguistic+GazexSpeaking,NB,7,dyad_10,0.857143
D,audio+linguistic+GazexSpeaking,QDA,0,dyad_03,0.833333
D,audio+linguistic+GazexSpeaking,QDA,1,dyad_07,0.545455
D,audio+linguistic+GazexSpeaking,QDA,2,dyad_05,0.727273
D,audio+linguistic+GazexSpeaking,QDA,3,dyad_04,0.727273
D,audio+linguistic+GazexSpeaking,QDA,4,dyad_11,0.666667
D,audio+linguistic+GazexSpeaking,QDA,5,dyad_06,0.888889
D,audio+linguistic+GazexSpeaking,QDA,6,dyad_02,0.666667
D,audio+linguistic+GazexSpeaking,QDA,7,dyad_10,0.857143
D,audio+linguistic+GazexSpeaking,SVM,0,dyad_03,0.916667
D,audio+linguistic+GazexSpeaking,SVM,1,dyad_07,0.636364
D,audio+linguistic+GazexSpeaking,SVM,2,dyad_05,0.727273
D,audio+linguistic+GazexSpeaking,SVM,3,dyad_04,0.636364
D,audio+linguistic+GazexSpeaking,SVM,4,dyad_11,0.666667
D,audio+linguistic+GazexSpeaking,SVM,5,dyad_06,0.888889
D,audio+linguistic+GazexSpeaking,SVM,6,dyad_02,0.666667
D,audio+linguistic+GazexSpeaking,SVM,7,dyad_10,1.000000
D,audio+linguistic+GazexSpeaking,LogReg,0,dyad_03,0.750000
D,audio+linguistic+GazexSpeaking,LogReg,1,dyad_07,0.636364
D,audio+linguistic+GazexSpeaking,LogReg,2,dyad_05,0.818182
D,audio+linguistic+GazexSpeaking,LogReg,3,dyad_04,0.636364
D,audio+linguistic+GazexSpeaking,LogReg,4,dyad_11,0.666667
D,audio+linguistic+GazexSpeaking,LogReg,5,dyad_06,0.888889
D,audio+linguistic+GazexSpeaking,LogReg,6,dyad_02,0.888889
D,audio+linguistic+GazexSpeaking,LogReg,7,dyad_10,1.000000
D,audio+linguistic+GazexSpeaking,NB,0,dyad_03,0.833333
D,audio+linguistic+GazexSpeaking,NB,1,dyad_07,0.636364
D,audio+linguistic+GazexSpeaking,NB,2,dyad_05,0.545455
D,audio+linguistic+GazexSpeaking,NB,3,dyad_04,0.636364
D,audio+linguistic+GazexSpeaking,NB,4,dyad_11,0.666667
D,audio+linguistic+GazexSpeaking,NB,5,dyad_06,0.888889
D,audio+linguistic+GazexSpeaking,NB,6,dyad_02,0.888889
D,audio+linguistic+GazexSpeaking,NB,7,dyad_10,0.857143
D,openSMILE_pca,QDA,0,dyad_03,0.833333
D,openSMILE_pca,QDA,1,dyad_07,0.545455
D,openSMILE_pca,QDA,2,dyad_05,0.454545
D,openSMILE_pca,QDA,3,dyad_04,0.727273
D,openSMILE_pca,QDA,4,dyad_11,0.555556
D,openSMILE_pca,QDA,5,dyad_06,0.888889
D,openSMILE_pca,QDA,6,dyad_02,0.111111
D,openSMILE_pca,QDA,7,dyad_10,0.142857
D,openSMILE_pca,SVM,0,dyad_03,0.833333
D,openSMILE_pca,SVM,1,dyad_07,0.363636
D,openSMILE_pca,SVM,2,dyad_05,0.545455
D,openSMILE_pca,SVM,3,dyad_04,0.636364
D,openSMILE_pca,SVM,4,dyad_11,0.444444
D,openSMILE_pca,SVM,5,dyad_06,0.666667
D,openSMILE_pca,SVM,6,dyad_02,0.111111
D,openSMILE_pca,SVM,7,dyad_10,0.000000
D,openSMILE_pca,LogReg,0,dyad_03,0.833333
D,openSMILE_pca,LogReg,1,dyad_07,0.636364
D,openSMILE_pca,LogReg,2,dyad_05,0.727273
D,openSMILE_pca,LogReg,3,dyad_04,0.636364
D,openSMILE_pca,LogReg,4,dyad_11,0.444444
D,openSMILE_pca,LogReg,5,dyad_06,0.888889
D,openSMILE_pca,LogReg,6,dyad_02,0.888889
D,openSMILE_pca,LogReg,7,dyad_10,0.285714
D,openSMILE_pca,NB,0,dyad_03,0.833333
D,openSMILE_pca,NB,1,dyad_07,0.636364
D,openSMILE_pca,NB,2,dyad_05,0.545455
D,openSMILE_pca,NB,3,dyad_04,0.545455
D,openSMILE_pca,NB,4,dyad_11,0.555556
D,openSMILE_pca,NB,5,dyad_06,0.888889
D,openSMILE_pca,NB,6,dyad_02,0.111111
D,openSMILE_pca,NB,7,dyad_10,0.000000
T,AIxVR,QDA,0,triad_01,0.692308
T,AIxVR,QDA,1,triad_13,0.636364
T,AIxVR,QDA,2,triad_06,0.181818
T,AIxVR,QDA,3,triad_05,0.454545
T,AIxVR,QDA,4,triad_14,0.500000
T,AIxVR,QDA,5,triad_12,0.750000
T,AIxVR,QDA,6,triad_09,0.750000
T,AIxVR,QDA,7,triad_07,0.875000
T,AIxVR,QDA,8,triad_02,0.250000
T,AIxVR,QDA,9,triad_10,0.714286
T,AIxVR,QDA,10,triad_08,0.857143
T,AIxVR,QDA,11,triad_11,0.250000
T,AIxVR,SVM,0,triad_01,0.692308
T,AIxVR,SVM,1,triad_13,0.545455
T,AIxVR,SVM,2,triad_06,0.181818
T,AIxVR,SVM,3,triad_05,0.454545
T,AIxVR,SVM,4,triad_14,0.400000
T,AIxVR,SVM,5,triad_12,0.500000
T,AIxVR,SVM,6,triad_09,0.125000
T,AIxVR,SVM,7,triad_07,0.875000
T,AIxVR,SVM,8,triad_02,0.125000
T,AIxVR,SVM,9,triad_10,0.857143
T,AIxVR,SVM,10,triad_08,0.857143
T,AIxVR,SVM,11,triad_11,0.250000
T,AIxVR,LogReg,0,triad_01,0.615385
T,AIxVR,LogReg,1,triad_13,0.636364
T,AIxVR,LogReg,2,triad_06,0.181818
T,AIxVR,LogReg,3,triad_05,0.454545
T,AIxVR,LogReg,4,triad_14,0.500000
T,AIxVR,LogReg,5,triad_12,0.750000
T,AIxVR,LogReg,6,triad_09,0.750000
T,AIxVR,LogReg,7,triad_07,0.875000
T,AIxVR,LogReg,8,triad_02,0.250000
T,AIxVR,LogReg,9,triad_10,0.857143
T,AIxVR,LogReg,10,triad_08,0.857143
T,AIxVR,LogReg,11,triad_11,0.250000
T,AIxVR,NB,0,triad_01,0.692308
T,AIxVR,NB,1,triad_13,0.636364
T,AIxVR,NB,2,triad_06,0.181818
T,AIxVR,NB,3,triad_05,0.454545
T,AIxVR,NB,4,triad_14,0.500000
T,AIxVR,NB,5,triad_12,0.750000
T,AIxVR,NB,6,triad_09,0.625000
T,AIxVR,NB,7,triad_07,0.875000
T,AIxVR,NB,8,triad_02,0.125000
T,AIxVR,NB,9,triad_10,0.714286
T,AIxVR,NB,10,triad_08,0.857143
T,AIxVR,NB,11,triad_11,0.250000
T,GazexSpeaking,QDA,0,triad_01,0.615385
T,GazexSpeaking,QDA,1,triad_13,0.545455
T,GazexSpeaking,QDA,2,triad_06,0.818182
T,GazexSpeaking,QDA,3,triad_05,0.363636
T,GazexSpeaking,QDA,4,triad_14,0.700000
T,GazexSpeaking,QDA,5,triad_12,0.500000
T,GazexSpeaking,QDA,6,triad_09,0.875000
T,GazexSpeaking,QDA,7,triad_07,0.625000
T,GazexSpeaking,QDA,8,triad_02,1.000000
T,GazexSpeaking,QDA,9,triad_10,0.714286
T,GazexSpeaking,QDA,10,triad_08,1.000000
T,GazexSpeaking,QDA,11,triad_11,0.000000
T,GazexSpeaking,SVM,0,triad_01,0.615385
T,GazexSpeaking,SVM,1,triad_13,0.636364
T,GazexSpeaking,SVM,2,triad_06,0.636364
T,GazexSpeaking,SVM,3,triad_05,0.363636
T,GazexSpeaking,SVM,4,triad_14,0.600000
T,GazexSpeaking,SVM,5,triad_12,0.500000
T,GazexSpeaking,SVM,6,triad_09,0.750000
T,GazexSpeaking,SVM,7,triad_07,0.625000
T,GazexSpeaking,SVM,8,triad_02,0.125000
T,GazexSpeaking,SVM,9,triad_10,0.857143
T,GazexSpeaking,SVM,10,triad_08,1.000000
T,GazexSpeaking,SVM,11,triad_11,0.000000
T,GazexSpeaking,LogReg,0,triad_01,0.615385
T,GazexSpeaking,LogReg,1,triad_13,0.636364
T,GazexSpeaking,LogReg,2,triad_06,0.636364
T,GazexSpeaking,LogReg,3,triad_05,0.454545
T,GazexSpeaking,LogReg,4,triad_14,0.800000
T,GazexSpeaking,LogReg,5,triad_12,0.500000
T,GazexSpeaking,LogReg,6,triad_09,0.750000
T,GazexSpeaking,LogReg,7,triad_07,0.625000
T,GazexSpeaking,LogReg,8,triad_02,1.000000
T,GazexSpeaking,LogReg,9,triad_10,0.857143
T,GazexSpeaking,LogReg,10,triad_08,1.000000
T,GazexSpeaking,LogReg,11,triad_11,0.250000
T,GazexSpeaking,NB,0,triad_01,0.692308
T,GazexSpeaking,NB,1,triad_13,0.545455
T,GazexSpeaking,NB,2,triad_06,1.000000
T,GazexSpeaking,NB,3,triad_05,0.363636
T,GazexSpeaking,NB,4,triad_14,0.900000
T,GazexSpeaking,NB,5,triad_12,0.625000
T,GazexSpeaking,NB,6,triad_09,0.750000
T,GazexSpeaking,NB,7,triad_07,0.750000
T,GazexSpeaking,NB,8,triad_02,1.000000
T,GazexSpeaking,NB,9,triad_10,0.714286
T,GazexSpeaking,NB,10,triad_08,1.000000
T,GazexSpeaking,NB,11,triad_11,0.000000
T,linguistic,QDA,0,triad_01,0.769231
T,linguistic,QDA,1,triad_13,0.636364
T,linguistic,QDA,2,triad_06,0.727273
T,linguistic,QDA,3,triad_05,0.363636
T,linguistic,QDA,4,triad_14,0.900000
T,linguistic,QDA,5,triad_12,0.875000
T,linguistic,QDA,6,triad_09,0.500000
T,linguistic,QDA,7,triad_07,0.750000
T,linguistic,QDA,8,triad_02,1.000000
T,linguistic,QDA,9,triad_10,1.000000
T,linguistic,QDA,10,triad_08,1.000000
T,linguistic,QDA,11,triad_11,0.500000
T,linguistic,SVM,0,triad_01,0.615385
T,linguistic,SVM,1,triad_13,0.636364
T,linguistic,SVM,2,triad_06,0.636364
T,linguistic,SVM,3,triad_05,0.363636
T,linguistic,SVM,4,triad_14,1.000000
T,linguistic,SVM,5,triad_12,0.875000
T,linguistic,SVM,6,triad_09,0.375000
T,linguistic,SVM,7,triad_07,0.750000
T,linguistic,SVM,8,triad_02,0.750000
T,linguistic,SVM,9,triad_10,1.000000
T,linguistic,SVM,10,triad_08,1.000000
T,linguistic,SVM,11,triad_11,0.500000
T,linguistic,LogReg,0,triad_01,0.769231
T,linguistic,LogReg,1,triad_13,0.636364
T,linguistic,LogReg,2,triad_06,0.636364
T,linguistic,LogReg,3,triad_05,0.363636
T,linguistic,LogReg,4,triad_14,1.000000
T,linguistic,LogReg,5,triad_12,0.750000
T,linguistic,LogReg,6,triad_09,0.750000
T,linguistic,LogReg,7,triad_07,0.750000
T,linguistic,LogReg,8,triad_02,0.750000
T,linguistic,LogReg,9,triad_10,1.000000
T,linguistic,LogReg,10,triad_08,1.000000
T,linguistic,LogReg,11,triad_11,0.500000
T,linguistic,NB,0,triad_01,0.846154
T,linguistic,NB,1,triad_13,0.636364
T,linguistic,NB,2,triad_06,0.818182
T,linguistic,NB,3,triad_05,0.363636
T,linguistic,NB,4,triad_14,0.900000
T,linguistic,NB,5,triad_12,0.875000
T,linguistic,NB,6,triad_09,0.750000
T,linguistic,NB,7,triad_07,0.750000
T,linguistic,NB,8,triad_02,1.000000
T,linguistic,NB,9,triad_10,1.000000
T,linguistic,NB,10,triad_08,1.000000
T,linguistic,NB,11,triad_11,0.250000
T,audio,QDA,0,triad_01,0.692308
T,audio,QDA,1,triad_13,0.545455
T,audio,QDA,2,triad_06,1.000000
T,audio,QDA,3,triad_05,0.545455
T,audio,QDA,4,triad_14,0.700000
T,audio,QDA,5,triad_12,0.625000
T,audio,QDA,6,triad_09,0.875000
T,audio,QDA,7,triad_07,0.875000
T,audio,QDA,8,triad_02,1.000000
T,audio,QDA,9,triad_10,0.857143
T,audio,QDA,10,triad_08,0.857143
T,audio,QDA,11,triad_11,0.000000
T,audio,SVM,0,triad_01,0.692308
T,audio,SVM,1,triad_13,0.545455
T,audio,SVM,2,triad_06,1.000000
T,audio,SVM,3,triad_05,0.636364
T,audio,SVM,4,triad_14,0.600000
T,audio,SVM,5,triad_12,0.875000
T,audio,SVM,6,triad_09,0.750000
T,audio,SVM,7,triad_07,0.875000
T,audio,SVM,8,triad_02,0.875000
T,audio,SVM,9,triad_10,0.714286
T,audio,SVM,10,triad_08,1.000000
T,audio,SVM,11,triad_11,0.000000
T,audio,LogReg,0,triad_01,0.615385
T,audio,LogReg,1,triad_13,0.636364
T,audio,LogReg,2,triad_06,1.000000
T,audio,LogReg,3,triad_05,0.636364
T,audio,LogReg,4,triad_14,0.600000
T,audio,LogReg,5,triad_12,0.875000
T,audio,LogReg,6,triad_09,0.500000
T,audio,LogReg,7,triad_07,0.875000
T,audio,LogReg,8,triad_02,0.875000
T,audio,LogReg,9,triad_10,0.857143
T,audio,LogReg,10,triad_08,0.857143
T,audio,LogReg,11,triad_11,0.000000
T,audio,NB,0,triad_01,0.692308
T,audio,NB,1,triad_13,0.454545
T,audio,NB,2,triad_06,1.000000
T,audio,NB,3,triad_05,0.545455
T,audio,NB,4,triad_14,0.700000
T,audio,NB,5,triad_12,0.750000
T,audio,NB,6,triad_09,0.750000
T,audio,NB,7,triad_07,0.875000
T,audio,NB,8,triad_02,0.625000
T,audio,NB,9,triad_10,0.857143
T,audio,NB,10,triad_08,0.714286
T,audio,NB,11,triad_11,0.000000
T,openSMILE,SVM,0,triad_01,0.538462
T,openSMILE,SVM,1,triad_13,0.545455
T,openSMILE,SVM,2,triad_06,0.181818
T,openSMILE,SVM,3,triad_05,0.272727
T,openSMILE,SVM,4,triad_14,0.400000
T,openSMILE,SVM,5,triad_12,0.500000
T,openSMILE,SVM,6,triad_09,0.125000
T,openSMILE,SVM,7,triad_07,0.500000
T,openSMILE,SVM,8,triad_02,0.125000
T,openSMILE,SVM,9,triad_10,0.857143
T,openSMILE,SVM,10,triad_08,0.857143
T,openSMILE,SVM,11,triad_11,0.750000
T,openSMILE,LogReg,0,triad_01,0.538462
T,openSMILE,LogReg,1,triad_13,0.363636
T,openSMILE,LogReg,2,triad_06,0.545455
T,openSMILE,LogReg,3,triad_05,0.272727
T,openSMILE,LogReg,4,triad_14,0.600000
T,openSMILE,LogReg,5,triad_12,0.500000
T,openSMILE,LogReg,6,triad_09,0.375000
T,openSMILE,LogReg,7,triad_07,0.375000
T,openSMILE,LogReg,8,triad_02,0.375000
T,openSMILE,LogReg,9,triad_10,0.428571
T,openSMILE,LogReg,10,triad_08,0.857143
T,openSMILE,LogReg,11,triad_11,0.000000
T,openSMILE,NB,0,triad_01,0.538462
T,openSMILE,NB,1,triad_13,0.454545
T,openSMILE,NB,2,triad_06,0.727273
T,openSMILE,NB,3,triad_05,0.363636
T,openSMILE,NB,4,triad_14,0.700000
T,openSMILE,NB,5,triad_12,0.750000
T,openSMILE,NB,6,triad_09,0.750000
T,openSMILE,NB,7,triad_07,0.625000
T,openSMILE,NB,8,triad_02,0.750000
T,openSMILE,NB,9,triad_10,0.285714
T,openSMILE,NB,10,triad_08,0.857143
T,openSMILE,NB,11,triad_11,0.000000
T,audio+AIxVR,QDA,0,triad_01,0.769231
T,audio+AIxVR,QDA,1,triad_13,0.636364
T,audio+AIxVR,QDA,2,triad_06,0.545455
T,audio+AIxVR,QDA,3,triad_05,0.545455
T,audio+AIxVR,QDA,4,triad_14,0.700000
T,audio+AIxVR,QDA,5,triad_12,0.750000
T,audio+AIxVR,QDA,6,triad_09,0.875000
T,audio+AIxVR,QDA,7,triad_07,0.875000
T,audio+AIxVR,QDA,8,triad_02,0.875000
T,audio+AIxVR,QDA,9,triad_10,0.714286
T,audio+AIxVR,QDA,10,triad_08,1.000000
T,audio+AIxVR,QDA,11,triad_11,0.000000
T,audio+AIxVR,SVM,0,triad_01,0.769231
T,audio+AIxVR,SVM,1,triad_13,0.545455
T,audio+AIxVR,SVM,2,triad_06,0.363636
T,audio+AIxVR,SVM,3,triad_05,0.545455
T,audio+AIxVR,SVM,4,triad_14,0.600000
T,audio+AIxVR,SVM,5,triad_12,0.750000
T,audio+AIxVR,SVM,6,triad_09,0.875000
T,audio+AIxVR,SVM,7,triad_07,0.875000
T,audio+AIxVR,SVM,8,triad_02,0.875000
T,audio+AIxVR,SVM,9,triad_10,0.857143
T,audio+AIxVR,SVM,10,triad_08,1.000000
T,audio+AIxVR,SVM,11,triad_11,0.000000
T,audio+AIxVR,LogReg,0,triad_01,0.692308
T,audio+AIxVR,LogReg,1,triad_13,0.636364
T,audio+AIxVR,LogReg,2,triad_06,0.272727
T,audio+AIxVR,LogReg,3,triad_05,0.454545
T,audio+AIxVR,LogReg,4,triad_14,0.700000
T,audio+AIxVR,LogReg,5,triad_12,0.750000
T,audio+AIxVR,LogReg,6,triad_09,0.500000
T,audio+AIxVR,LogReg,7,triad_07,0.875000
T,audio+AIxVR,LogReg,8,triad_02,0.875000
T,audio+AIxVR,LogReg,9,triad_10,0.714286
T,audio+AIxVR,LogReg,10,triad_08,1.000000
T,audio+AIxVR,LogReg,11,triad_11,0.000000
T,audio+AIxVR,NB,0,triad_01,0.692308
T,audio+AIxVR,NB,1,triad_13,0.636364
T,audio+AIxVR,NB,2,triad_06,1.000000
T,audio+AIxVR,NB,3,triad_05,0.545455
T,audio+AIxVR,NB,4,triad_14,0.700000
T,audio+AIxVR,NB,5,triad_12,0.750000
T,audio+AIxVR,NB,6,triad_09,0.875000
T,audio+AIxVR,NB,7,triad_07,0.875000
T,audio+AIxVR,NB,8,triad_02,1.000000
T,audio+AIxVR,NB,9,triad_10,0.714286
T,audio+AIxVR,NB,10,triad_08,0.714286
T,audio+AIxVR,NB,11,triad_11,0.000000
T,audio+linguistic,QDA,0,triad_01,0.923077
T,audio+linguistic,QDA,1,triad_13,0.636364
T,audio+linguistic,QDA,2,triad_06,0.909091
T,audio+linguistic,QDA,3,triad_05,0.454545
T,audio+linguistic,QDA,4,triad_14,0.900000
T,audio+linguistic,QDA,5,triad_12,0.875000
T,audio+linguistic,QDA,6,triad_09,0.500000
T,audio+linguistic,QDA,7,triad_07,0.750000
T,audio+linguistic,QDA,8,triad_02,1.000000
T,audio+linguistic,QDA,9,triad_10,1.000000
T,audio+linguistic,QDA,10,triad_08,1.000000
T,audio+linguistic,QDA,11,triad_11,0.250000
T,audio+linguistic,SVM,0,triad_01,0.769231
T,audio+linguistic,SVM,1,triad_13,0.636364
T,audio+linguistic,SVM,2,triad_06,0.727273
T,audio+linguistic,SVM,3,triad_05,0.454545
T,audio+linguistic,SVM,4,triad_14,0.900000
T,audio+linguistic,SVM,5,triad_12,1.000000
T,audio+linguistic,SVM,6,triad_09,0.750000
T,audio+linguistic,SVM,7,triad_07,0.750000
T,audio+linguistic,SVM,8,triad_02,1.000000
T,audio+linguistic,SVM,9,triad_10,1.000000
T,audio+linguistic,SVM,10,triad_08,1.000000
T,audio+linguistic,SVM,11,triad_11,0.000000
T,audio+linguistic,LogReg,0,triad_01,0.769231
T,audio+linguistic,LogReg,1,triad_13,0.636364
T,audio+linguistic,LogReg,2,triad_06,0.727273
T,audio+linguistic,LogReg,3,triad_05,0.454545
T,audio+linguistic,LogReg,4,triad_14,0.900000
T,audio+linguistic,LogReg,5,triad_12,0.875000
T,audio+linguistic,LogReg,6,triad_09,0.750000
T,audio+linguistic,LogReg,7,triad_07,0.750000
