analysis,group_split,target,feature,logreg_std_coef,logreg_abs_coef,rf_importance
window_60s_group_task_engagement_base_D,D,task_engagement,speaking_seconds,0.634484164248075,0.634484164248075,0.05201650525247345
window_60s_group_task_engagement_base_D,D,task_engagement,role_p_green,-0.0038227420935001543,0.0038227420935001543,0.012259267109294904
window_60s_group_task_engagement_base_T,T,task_engagement,word_count,0.6226667800470369,0.6226667800470369,0.037208168710666185
window_60s_group_task_engagement_base_T,T,task_engagement,avg_word_length,-0.7201632092181929,0.7201632092181929,0.047092835662747135
window_60s_group_task_engagement_base_T,T,task_engagement,words_per_second,0.622666780047037,0.622666780047037,0.03302051420294116
window_60s_group_task_engagement_base_T,T,task_engagement,sentiment_role,-0.21032074246259566,0.21032074246259566,0.04337222506109867
window_60s_group_task_engagement_base_T,T,task_engagement,speaking_role,0.20848461983323913,0.20848461983323913,0.045939766162139295
window_60s_group_task_engagement_base_T,T,task_engagement,arousal,-0.7157747960348667,0.7157747960348667,0.15302238052823788
window_60s_group_task_engagement_base_T,T,task_engagement,dominance,-1.4379826389977195,1.4379826389977195,0.1917934004418892
window_60s_group_task_engagement_base_T,T,task_engagement,valence,1.379106651274202,1.379106651274202,0.2631357666251661
window_60s_group_task_engagement_base_T,T,task_engagement,question_rate,-0.15766012002521415,0.15766012002521415,0.04866431323128945
window_60s_group_task_engagement_base_T,T,task_engagement,statement_rate,0.5206816110551926,0.5206816110551926,0.04113874355958349
window_60s_group_task_engagement_base_T,T,task_engagement,segment_count,-0.8516783938020399,0.8516783938020399,0.03576132006143205
window_60s_group_task_engagement_base_T,T,task_engagement,speaking_seconds,-0.1769546226480641,0.1769546226480641,0.04980719801123132
window_60s_group_task_engagement_base_T,T,task_engagement,role_p_green,0.07055681371098486,0.07055681371098486,0.005278361126698384
window_60s_group_task_engagement_base_T,T,task_engagement,role_p_red,0.03518920811897861,0.03518920811897861,0.004765006614879624
