analysis,group_split,feature_modality,target,model,threshold,include_streams,use_pca,n_samples,n_folds,n_low,n_high,acc_mean,acc_std,f1_macro_mean,f1_macro_std,accuracy_pooled,f1_macro_pooled,precision_low,recall_low,f1_low,precision_high,recall_high,f1_high
segment_individual_engagement_paralinguistic_all,all,paralinguistic,engagement_target,SVM (rbf),0.5,False,False,2937,20,1246,1691,0.6012535879018603,0.16110428916089242,0.5366686232639625,0.1552287210958236,0.6234252638747021,0.5921755178907722,0.5797266514806378,0.4085072231139647,0.4792843691148776,0.6420592520641087,0.781785925487877,0.7050666666666666
segment_individual_engagement_paralinguistic_all,all,paralinguistic,engagement_target,SVM (linear),0.5,False,False,2937,20,1246,1691,0.5871585049984696,0.17785839889050542,0.5318974023008015,0.1887784050257341,0.6234252638747021,0.6050806781045752,0.5661625708884688,0.48073836276083465,0.5199652777777778,0.6556679084619479,0.7285629804849202,0.6901960784313725
segment_individual_engagement_paralinguistic_all,all,paralinguistic,engagement_target,Naive Bayes,0.5,False,False,2937,20,1246,1691,0.6052816913781114,0.11961867138554773,0.5507875882122224,0.11930818560984187,0.6115083418454205,0.5944707883340907,0.5482093663911846,0.47913322632423755,0.5113490364025696,0.6488095238095238,0.7090479006505027,0.6775925402656118
segment_individual_engagement_paralinguistic_all,all,paralinguistic,engagement_target,kNN,0.5,False,False,2937,20,1246,1691,0.5574744686363695,0.11519712217706547,0.5111150918574359,0.11767720287680553,0.571671773918965,0.5560463079738843,0.49473684210526314,0.45264847512038525,0.4727577535624476,0.6204785754034502,0.6593731519810763,0.6393348623853211
segment_individual_engagement_paralinguistic_all,all,paralinguistic,engagement_target,Random Forest,0.5,False,False,2937,20,1246,1691,0.5434784194003945,0.12745686642752796,0.4954465850808109,0.12307810660261612,0.5583929179434798,0.5384844368138142,0.47641073080481033,0.413322632423756,0.4426299957026214,0.6061422413793104,0.6652868125369604,0.6343388779250071
segment_individual_engagement_paralinguistic_all,all,paralinguistic,engagement_target,Logistic Regression,0.5,False,False,2937,20,1246,1691,0.603660983349752,0.15511352467976822,0.5400873510396145,0.15517868944988894,0.6285325161729656,0.6051997659488038,0.579324462640737,0.45425361155698235,0.5092217723796671,0.6530612244897959,0.7569485511531638,0.7011777595179403
segment_individual_engagement_audio_all,all,audio,engagement_target,Baseline Uniform,0.5,False,False,2937,20,1246,1691,0.49829163745392246,0.04217894422188971,0.45962803794912477,0.06503488375547282,0.4974463738508682,0.4918947175950453,0.41690751445086704,0.46308186195826645,0.4387832699619772,0.5692208628461043,0.5227675931401538,0.5450061652281134
segment_individual_engagement_audio_all,all,audio,engagement_target,QDA,0.5,False,False,2937,20,1246,1691,0.5671482834243006,0.1253720919161062,0.5119943883604756,0.15275498696538176,0.5839291794347974,0.570624309101437,0.510221465076661,0.48073836276083465,0.49504132231404957,0.633011911514464,0.6599645180366647,0.6462072958888245
segment_individual_engagement_audio_all,all,audio,engagement_target,SVM (rbf),0.5,False,False,2937,20,1246,1691,0.5222936277313371,0.16062295180039513,0.4688890754198941,0.16330149523109946,0.5389853592100783,0.5107977124704021,0.44523326572008115,0.3523274478330658,0.39336917562724016,0.5863659661711943,0.6765227675931401,0.628226249313564
segment_individual_engagement_audio_all,all,audio,engagement_target,SVM (linear),0.5,False,False,2937,20,1246,1691,0.5849622730898628,0.1971639376796088,0.5314185191007613,0.21371741908827227,0.6332992849846782,0.6216199048938642,0.5719148936170213,0.5393258426966292,0.5551425030978935,0.674233825198638,0.7025428740390302,0.6880973066898349
segment_individual_engagement_audio_all,all,audio,engagement_target,Naive Bayes,0.5,False,False,2937,20,1246,1691,0.5712597610939013,0.1623289303325919,0.48945563501494876,0.1363805339820354,0.5880149812734082,0.5358034437933139,0.5254957507082153,0.29775280898876405,0.3801229508196721,0.6077991931869117,0.8018923713778829,0.6914839367669556
segment_individual_engagement_audio_all,all,audio,engagement_target,kNN,0.5,False,False,2937,20,1246,1691,0.5415503582636224,0.10978398309861542,0.4927930889681524,0.11447646048730536,0.5597548518896833,0.5443517079697335,0.4795829713292789,0.44301765650080255,0.46057571964956195,0.6114221724524076,0.6457717327025428,0.6281276962899051
segment_individual_engagement_audio_all,all,audio,engagement_target,Random Forest,0.5,False,False,2937,20,1246,1691,0.5437326213819677,0.09767881929080283,0.4965876724252409,0.10897119631352878,0.5566905005107252,0.5435133571000867,0.47651006711409394,0.45585874799357945,0.46595570139458575,0.6114613180515759,0.6309875813128326,0.6210710128055879
segment_individual_engagement_audio_all,all,audio,engagement_target,Logistic Regression,0.5,False,False,2937,20,1246,1691,0.5548974453442685,0.1849511525618768,0.5009440900975084,0.1924959667854729,0.5842696629213483,0.5595340348456861,0.5125628140703518,0.40930979133226325,0.45515394912985274,0.6210092687950567,0.7131874630396215,0.6639141205615194
