fold,session,analysis,target,model,metric,score,baseline_score
14,recording_dyad_01,group_task_engagement,task_engagement,linear_pca,r2,-0.29198927651043416,-0.3508904312256298
14,recording_dyad_01,group_task_engagement,task_engagement,logistic_pca,auc,0.7304587935429057,0.5544817332200509
15,recording_dyad_11,group_task_engagement,task_engagement,linear_pca,r2,-0.10231294244524336,-0.2795091045566185
15,recording_dyad_11,group_task_engagement,task_engagement,logistic_pca,auc,0.5655913978494624,0.4766666666666667
16,recording_triad_02,group_task_engagement,task_engagement,linear_pca,r2,-0.32769157045490016,-0.486578797905451
16,recording_triad_02,group_task_engagement,task_engagement,logistic_pca,auc,0.6666666666666666,0.4974358974358975
17,recording_triad_10,group_task_engagement,task_engagement,linear_pca,r2,-0.0421585543213836,-0.250075752220303
17,recording_triad_10,group_task_engagement,task_engagement,logistic_pca,auc,0.6363930187459599,0.5670652876535229
18,recording_dyad_10,group_task_engagement,task_engagement,linear_pca,r2,-13.141108443820327,-14.225809809623051
18,recording_dyad_10,group_task_engagement,task_engagement,logistic_pca,auc,,
19,recording_triad_04,group_task_engagement,task_engagement,linear_pca,r2,-0.1905947077557122,-0.29017279506212734
19,recording_triad_04,group_task_engagement,task_engagement,logistic_pca,auc,0.601219512195122,0.438109756097561
20,recording_triad_11,group_task_engagement,task_engagement,linear_pca,r2,0.09985296315253556,-0.0621312086123349
20,recording_triad_11,group_task_engagement,task_engagement,logistic_pca,auc,0.5530172413793104,0.4193965517241379
21,recording_triad_12,group_task_engagement,task_engagement,linear_pca,r2,0.23426941647070132,-0.024056785932835556
21,recording_triad_12,group_task_engagement,task_engagement,logistic_pca,auc,0.8287356321839081,0.4599616858237548
22,recording_triad_07,group_task_engagement,task_engagement,linear_pca,r2,0.056474180506280725,-0.03139745244543013
22,recording_triad_07,group_task_engagement,task_engagement,logistic_pca,auc,0.5966507177033493,0.6107655502392345
23,recording_dyad_09,group_task_engagement,task_engagement,linear_pca,r2,-0.30309012075708,-0.4126890408331172
23,recording_dyad_09,group_task_engagement,task_engagement,logistic_pca,auc,0.6491228070175439,0.5588450292397661
24,recording_dyad_02,group_task_engagement,task_engagement,linear_pca,r2,0.08549849047905633,-0.004556568303660802
24,recording_dyad_02,group_task_engagement,task_engagement,logistic_pca,auc,0.6890625,0.434375
